time ;cntrlvar 110;tempf 555500000;httemp 555000101;httemp 555002501;httemp 555005001;httemp 555000108;httemp 555002508;httemp 555005008;httemp 555002501;httemp 555002502;httemp 555002503;httemp 555002504;httemp 555002505;httemp 555002506;httemp 555002507;httemp 555002508;httemp 555002509;httemp 555002510;cntrlvar 120;htmode 555000101;htmode 555002501;htmode 555005001;htchfr 555000101;htchfr 555002501;htchfr 555005001
4.951070e+01;6.633940e+01;6.002559e+02;7.114938e+02;2.600596e+03;6.338511e+02;5.689409e+02;9.964111e+02;6.008293e+02;2.600596e+03;2.575712e+03;2.499780e+03;2.370632e+03;2.184156e+03;1.942003e+03;1.653556e+03;9.964111e+02;9.801989e+02;9.648604e+02;7.741175e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.402633e+00;1.234567e+01
5.000754e+01;6.634266e+01;6.002574e+02;7.109280e+02;2.600738e+03;6.330651e+02;5.689292e+02;9.964489e+02;6.008171e+02;2.600738e+03;2.575850e+03;2.499906e+03;2.370738e+03;2.184236e+03;1.942052e+03;1.653575e+03;9.964489e+02;9.802355e+02;9.648959e+02;7.741196e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.402193e+00;1.234567e+01
5.051192e+01;6.634570e+01;6.002589e+02;7.103694e+02;2.600872e+03;6.322865e+02;5.689177e+02;9.964846e+02;6.008049e+02;2.600872e+03;2.575980e+03;2.500026e+03;2.370839e+03;2.184312e+03;1.942100e+03;1.653593e+03;9.964846e+02;9.802701e+02;9.649295e+02;7.741216e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.401776e+00;1.234567e+01
5.100876e+01;6.634843e+01;6.002603e+02;7.098341e+02;2.600996e+03;6.315380e+02;5.689066e+02;9.965174e+02;6.007932e+02;2.600996e+03;2.576101e+03;2.500136e+03;2.370931e+03;2.184382e+03;1.942143e+03;1.653609e+03;9.965174e+02;9.803020e+02;9.649604e+02;7.741234e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.401393e+00;1.234567e+01
5.150561e+01;6.635092e+01;6.002615e+02;7.093135e+02;2.601112e+03;6.308073e+02;5.688958e+02;9.965480e+02;6.007816e+02;2.601112e+03;2.576213e+03;2.500239e+03;2.371018e+03;2.184448e+03;1.942183e+03;1.653624e+03;9.965480e+02;9.803317e+02;9.649892e+02;7.741251e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.401035e+00;1.234567e+01
5.200998e+01;6.635323e+01;6.002626e+02;7.087997e+02;2.601221e+03;6.300833e+02;5.688851e+02;9.965770e+02;6.007701e+02;2.601221e+03;2.576320e+03;2.500337e+03;2.371099e+03;2.184510e+03;1.942222e+03;1.653639e+03;9.965770e+02;9.803599e+02;9.650164e+02;7.741266e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.400696e+00;1.234567e+01
5.250682e+01;6.635531e+01;6.002636e+02;7.083074e+02;2.601322e+03;6.293873e+02;5.688749e+02;9.966037e+02;6.007590e+02;2.601322e+03;2.576418e+03;2.500427e+03;2.371175e+03;2.184567e+03;1.942257e+03;1.653652e+03;9.966037e+02;9.803857e+02;9.650415e+02;7.741281e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.400385e+00;1.234567e+01
5.301120e+01;6.635722e+01;6.002645e+02;7.078214e+02;2.601418e+03;6.286976e+02;5.688649e+02;9.966289e+02;6.007479e+02;2.601418e+03;2.576511e+03;2.500512e+03;2.371246e+03;2.184621e+03;1.942291e+03;1.653665e+03;9.966289e+02;9.804102e+02;9.650652e+02;7.741294e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.400090e+00;1.234567e+01
5.350805e+01;6.635893e+01;6.002654e+02;7.073556e+02;2.601506e+03;6.280345e+02;5.688552e+02;9.966520e+02;6.007372e+02;2.601506e+03;2.576596e+03;2.500590e+03;2.371312e+03;2.184671e+03;1.942321e+03;1.653676e+03;9.966520e+02;9.804326e+02;9.650869e+02;7.741306e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.399818e+00;1.234567e+01
5.401242e+01;6.636051e+01;6.002661e+02;7.068956e+02;2.601589e+03;6.273775e+02;5.688457e+02;9.966740e+02;6.007266e+02;2.601589e+03;2.576677e+03;2.500664e+03;2.371374e+03;2.184718e+03;1.942350e+03;1.653687e+03;9.966740e+02;9.804539e+02;9.651075e+02;7.741317e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.399561e+00;1.234567e+01
5.450926e+01;6.636191e+01;6.002668e+02;7.064547e+02;2.601666e+03;6.267457e+02;5.688366e+02;9.966942e+02;6.007163e+02;2.601666e+03;2.576752e+03;2.500732e+03;2.371431e+03;2.184762e+03;1.942377e+03;1.653697e+03;9.966942e+02;9.804734e+02;9.651265e+02;7.741327e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.399325e+00;1.234567e+01
5.500611e+01;6.636317e+01;6.002675e+02;7.060256e+02;2.601737e+03;6.261290e+02;5.688277e+02;9.967129e+02;6.007062e+02;2.601737e+03;2.576821e+03;2.500796e+03;2.371485e+03;2.184802e+03;1.942402e+03;1.653706e+03;9.967129e+02;9.804916e+02;9.651441e+02;7.741336e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.399105e+00;1.234567e+01
5.551048e+01;6.636432e+01;6.002680e+02;7.056021e+02;2.601805e+03;6.255178e+02;5.688190e+02;9.967307e+02;6.006962e+02;2.601805e+03;2.576887e+03;2.500857e+03;2.371535e+03;2.184841e+03;1.942426e+03;1.653715e+03;9.967307e+02;9.805089e+02;9.651608e+02;7.741345e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.398895e+00;1.234567e+01
5.600733e+01;6.636533e+01;6.002685e+02;7.051964e+02;2.601868e+03;6.249301e+02;5.688106e+02;9.967470e+02;6.006865e+02;2.601868e+03;2.576948e+03;2.500912e+03;2.371582e+03;2.184876e+03;1.942448e+03;1.653723e+03;9.967470e+02;9.805247e+02;9.651761e+02;7.741353e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.398704e+00;1.234567e+01
5.651170e+01;6.636625e+01;6.002690e+02;7.047958e+02;2.601927e+03;6.243477e+02;5.688023e+02;9.967625e+02;6.006769e+02;2.601927e+03;2.577006e+03;2.500965e+03;2.371626e+03;2.184909e+03;1.942468e+03;1.653731e+03;9.967625e+02;9.805396e+02;9.651906e+02;7.741360e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.398521e+00;1.234567e+01
5.700855e+01;6.636705e+01;6.002693e+02;7.044121e+02;2.601981e+03;6.237876e+02;5.687944e+02;9.967766e+02;6.006677e+02;2.601981e+03;2.577059e+03;2.501013e+03;2.371667e+03;2.184940e+03;1.942487e+03;1.653738e+03;9.967766e+02;9.805533e+02;9.652039e+02;7.741367e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.398355e+00;1.234567e+01
5.750540e+01;6.636776e+01;6.002697e+02;7.040388e+02;2.602032e+03;6.232408e+02;5.687866e+02;9.967899e+02;6.006586e+02;2.602032e+03;2.577108e+03;2.501059e+03;2.371705e+03;2.184969e+03;1.942505e+03;1.653745e+03;9.967899e+02;9.805662e+02;9.652163e+02;7.741372e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.398199e+00;1.234567e+01
5.800977e+01;6.636839e+01;6.002700e+02;7.036700e+02;2.602080e+03;6.226989e+02;5.687790e+02;9.968023e+02;6.006495e+02;2.602080e+03;2.577155e+03;2.501102e+03;2.371741e+03;2.184996e+03;1.942521e+03;1.653751e+03;9.968023e+02;9.805783e+02;9.652280e+02;7.741377e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.398051e+00;1.234567e+01
5.850662e+01;6.636893e+01;6.002703e+02;7.033165e+02;2.602125e+03;6.221777e+02;5.687717e+02;9.968138e+02;6.006408e+02;2.602125e+03;2.577198e+03;2.501141e+03;2.371774e+03;2.185021e+03;1.942537e+03;1.653757e+03;9.968138e+02;9.805894e+02;9.652388e+02;7.741383e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.397915e+00;1.234567e+01
5.901099e+01;6.636941e+01;6.002706e+02;7.029673e+02;2.602167e+03;6.216612e+02;5.687645e+02;9.968246e+02;6.006322e+02;2.602167e+03;2.577239e+03;2.501178e+03;2.371805e+03;2.185045e+03;1.942552e+03;1.653762e+03;9.968246e+02;9.805999e+02;9.652490e+02;7.741387e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.397786e+00;1.234567e+01
5.950784e+01;6.636980e+01;6.002708e+02;7.026328e+02;2.602205e+03;6.211644e+02;5.687576e+02;9.968346e+02;6.006238e+02;2.602205e+03;2.577276e+03;2.501213e+03;2.371834e+03;2.185066e+03;1.942565e+03;1.653767e+03;9.968346e+02;9.806096e+02;9.652583e+02;7.741391e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.397668e+00;1.234567e+01
6.001221e+01;6.637015e+01;6.002709e+02;7.023027e+02;2.602242e+03;6.206721e+02;5.687507e+02;9.968440e+02;6.006155e+02;2.602242e+03;2.577312e+03;2.501245e+03;2.371861e+03;2.185087e+03;1.942578e+03;1.653772e+03;9.968440e+02;9.806187e+02;9.652672e+02;7.741395e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.397556e+00;1.234567e+01
6.050906e+01;6.637042e+01;6.002711e+02;7.019863e+02;2.602276e+03;6.201987e+02;5.687442e+02;9.968527e+02;6.006076e+02;2.602276e+03;2.577344e+03;2.501275e+03;2.371886e+03;2.185106e+03;1.942589e+03;1.653776e+03;9.968527e+02;9.806270e+02;9.652752e+02;7.741398e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.397454e+00;1.234567e+01
6.100591e+01;6.637065e+01;6.002712e+02;7.016785e+02;2.602307e+03;6.197363e+02;5.687379e+02;9.968607e+02;6.005998e+02;2.602307e+03;2.577375e+03;2.501303e+03;2.371910e+03;2.185124e+03;1.942600e+03;1.653780e+03;9.968607e+02;9.806348e+02;9.652828e+02;7.741401e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.397358e+00;1.234567e+01
6.151028e+01;6.637083e+01;6.002713e+02;7.013744e+02;2.602337e+03;6.192781e+02;5.687316e+02;9.968683e+02;6.005920e+02;2.602337e+03;2.577404e+03;2.501330e+03;2.371932e+03;2.185141e+03;1.942610e+03;1.653784e+03;9.968683e+02;9.806422e+02;9.652899e+02;7.741403e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.397267e+00;1.234567e+01
6.200713e+01;6.637096e+01;6.002714e+02;7.010829e+02;2.602364e+03;6.188373e+02;5.687255e+02;9.968752e+02;6.005845e+02;2.602364e+03;2.577431e+03;2.501354e+03;2.371952e+03;2.185156e+03;1.942620e+03;1.653787e+03;9.968752e+02;9.806489e+02;9.652964e+02;7.741405e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.397183e+00;1.234567e+01
6.251151e+01;6.637105e+01;6.002714e+02;7.007950e+02;2.602390e+03;6.184005e+02;5.687195e+02;9.968818e+02;6.005771e+02;2.602390e+03;2.577456e+03;2.501377e+03;2.371971e+03;2.185171e+03;1.942629e+03;1.653790e+03;9.968818e+02;9.806553e+02;9.653026e+02;7.741407e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.397105e+00;1.234567e+01
6.300835e+01;6.637110e+01;6.002715e+02;7.005193e+02;2.602414e+03;6.179803e+02;5.687139e+02;9.968879e+02;6.005700e+02;2.602414e+03;2.577479e+03;2.501398e+03;2.371989e+03;2.185184e+03;1.942637e+03;1.653793e+03;9.968879e+02;9.806611e+02;9.653082e+02;7.741409e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.397032e+00;1.234567e+01
6.350520e+01;6.637112e+01;6.002715e+02;7.002510e+02;2.602436e+03;6.175700e+02;5.687083e+02;9.968935e+02;6.005630e+02;2.602436e+03;2.577501e+03;2.501418e+03;2.372006e+03;2.185197e+03;1.942645e+03;1.653796e+03;9.968935e+02;9.806666e+02;9.653135e+02;7.741410e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396965e+00;1.234567e+01
6.400957e+01;6.637111e+01;6.002715e+02;6.999859e+02;2.602458e+03;6.171632e+02;5.687028e+02;9.968988e+02;6.005561e+02;2.602458e+03;2.577521e+03;2.501437e+03;2.372021e+03;2.185208e+03;1.942652e+03;1.653799e+03;9.968988e+02;9.806717e+02;9.653184e+02;7.741412e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396901e+00;1.234567e+01
6.450642e+01;6.637106e+01;6.002715e+02;6.997319e+02;2.602477e+03;6.167718e+02;5.686976e+02;9.969037e+02;6.005494e+02;2.602477e+03;2.577540e+03;2.501454e+03;2.372036e+03;2.185219e+03;1.942658e+03;1.653801e+03;9.969037e+02;9.806764e+02;9.653230e+02;7.741413e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396842e+00;1.234567e+01
6.501080e+01;6.637099e+01;6.002715e+02;6.994810e+02;2.602495e+03;6.163835e+02;5.686924e+02;9.969083e+02;6.005428e+02;2.602495e+03;2.577558e+03;2.501470e+03;2.372050e+03;2.185230e+03;1.942665e+03;1.653803e+03;9.969083e+02;9.806808e+02;9.653273e+02;7.741414e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396786e+00;1.234567e+01
6.550764e+01;6.637091e+01;6.002714e+02;6.992404e+02;2.602512e+03;6.160096e+02;5.686874e+02;9.969125e+02;6.005364e+02;2.602512e+03;2.577574e+03;2.501486e+03;2.372062e+03;2.185239e+03;1.942671e+03;1.653805e+03;9.969125e+02;9.806849e+02;9.653312e+02;7.741414e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396735e+00;1.234567e+01
6.601202e+01;6.637080e+01;6.002714e+02;6.990027e+02;2.602528e+03;6.156389e+02;5.686826e+02;9.969164e+02;6.005301e+02;2.602528e+03;2.577590e+03;2.501500e+03;2.372074e+03;2.185248e+03;1.942676e+03;1.653807e+03;9.969164e+02;9.806888e+02;9.653349e+02;7.741415e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396687e+00;1.234567e+01
6.650887e+01;6.637066e+01;6.002714e+02;6.987748e+02;2.602543e+03;6.152822e+02;5.686779e+02;9.969200e+02;6.005240e+02;2.602543e+03;2.577604e+03;2.501513e+03;2.372085e+03;2.185256e+03;1.942681e+03;1.653809e+03;9.969200e+02;9.806923e+02;9.653383e+02;7.741416e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396643e+00;1.234567e+01
6.700571e+01;6.637051e+01;6.002713e+02;6.985530e+02;2.602557e+03;6.149338e+02;5.686733e+02;9.969235e+02;6.005180e+02;2.602557e+03;2.577618e+03;2.501525e+03;2.372095e+03;2.185264e+03;1.942686e+03;1.653811e+03;9.969235e+02;9.806955e+02;9.653414e+02;7.741416e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396602e+00;1.234567e+01
6.751009e+01;6.637035e+01;6.002712e+02;6.983339e+02;2.602570e+03;6.145886e+02;5.686688e+02;9.969266e+02;6.005121e+02;2.602570e+03;2.577630e+03;2.501537e+03;2.372105e+03;2.185271e+03;1.942690e+03;1.653812e+03;9.969266e+02;9.806986e+02;9.653444e+02;7.741416e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396563e+00;1.234567e+01
6.800694e+01;6.637016e+01;6.002711e+02;6.981238e+02;2.602582e+03;6.142565e+02;5.686644e+02;9.969295e+02;6.005064e+02;2.602582e+03;2.577642e+03;2.501547e+03;2.372114e+03;2.185278e+03;1.942694e+03;1.653814e+03;9.969295e+02;9.807014e+02;9.653471e+02;7.741416e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396527e+00;1.234567e+01
6.851131e+01;6.636996e+01;6.002711e+02;6.979161e+02;2.602593e+03;6.139272e+02;5.686602e+02;9.969323e+02;6.005008e+02;2.602593e+03;2.577653e+03;2.501557e+03;2.372122e+03;2.185284e+03;1.942698e+03;1.653815e+03;9.969323e+02;9.807040e+02;9.653497e+02;7.741416e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396493e+00;1.234567e+01
6.900816e+01;6.636977e+01;6.002710e+02;6.977171e+02;2.602603e+03;6.136106e+02;5.686560e+02;9.969348e+02;6.004953e+02;2.602603e+03;2.577663e+03;2.501567e+03;2.372130e+03;2.185290e+03;1.942702e+03;1.653816e+03;9.969348e+02;9.807065e+02;9.653520e+02;7.741416e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396462e+00;1.234567e+01
6.951254e+01;6.636954e+01;6.002709e+02;6.975204e+02;2.602613e+03;6.132968e+02;5.686520e+02;9.969371e+02;6.004899e+02;2.602613e+03;2.577673e+03;2.501575e+03;2.372137e+03;2.185296e+03;1.942705e+03;1.653818e+03;9.969371e+02;9.807087e+02;9.653542e+02;7.741416e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396432e+00;1.234567e+01
7.000939e+01;6.636932e+01;6.002708e+02;6.973319e+02;2.602622e+03;6.129948e+02;5.686481e+02;9.969393e+02;6.004847e+02;2.602622e+03;2.577681e+03;2.501583e+03;2.372144e+03;2.185301e+03;1.942708e+03;1.653819e+03;9.969393e+02;9.807108e+02;9.653562e+02;7.741416e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396406e+00;1.234567e+01
7.050624e+01;6.636909e+01;6.002707e+02;6.971483e+02;2.602631e+03;6.127000e+02;5.686443e+02;9.969413e+02;6.004796e+02;2.602631e+03;2.577689e+03;2.501591e+03;2.372150e+03;2.185305e+03;1.942711e+03;1.653820e+03;9.969413e+02;9.807128e+02;9.653581e+02;7.741415e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396380e+00;1.234567e+01
7.101061e+01;6.636886e+01;6.002706e+02;6.969670e+02;2.602639e+03;6.124077e+02;5.686406e+02;9.969432e+02;6.004746e+02;2.602639e+03;2.577697e+03;2.501598e+03;2.372156e+03;2.185310e+03;1.942714e+03;1.653821e+03;9.969432e+02;9.807146e+02;9.653598e+02;7.741415e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396357e+00;1.234567e+01
7.150746e+01;6.636861e+01;6.002704e+02;6.967930e+02;2.602646e+03;6.121265e+02;5.686370e+02;9.969449e+02;6.004697e+02;2.602646e+03;2.577704e+03;2.501604e+03;2.372162e+03;2.185314e+03;1.942716e+03;1.653821e+03;9.969449e+02;9.807162e+02;9.653615e+02;7.741414e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396335e+00;1.234567e+01
7.201184e+01;6.636836e+01;6.002704e+02;6.966212e+02;2.602653e+03;6.118478e+02;5.686335e+02;9.969465e+02;6.004649e+02;2.602653e+03;2.577711e+03;2.501611e+03;2.372167e+03;2.185318e+03;1.942718e+03;1.653822e+03;9.969465e+02;9.807178e+02;9.653629e+02;7.741414e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396315e+00;1.234567e+01
7.250868e+01;6.636811e+01;6.002703e+02;6.964565e+02;2.602659e+03;6.115797e+02;5.686301e+02;9.969480e+02;6.004603e+02;2.602659e+03;2.577717e+03;2.501616e+03;2.372171e+03;2.185321e+03;1.942720e+03;1.653823e+03;9.969480e+02;9.807192e+02;9.653643e+02;7.741413e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396296e+00;1.234567e+01
7.300553e+01;6.636786e+01;6.002701e+02;6.962961e+02;2.602665e+03;6.113178e+02;5.686268e+02;9.969493e+02;6.004557e+02;2.602665e+03;2.577723e+03;2.501622e+03;2.372176e+03;2.185324e+03;1.942722e+03;1.653824e+03;9.969493e+02;9.807205e+02;9.653655e+02;7.741413e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396278e+00;1.234567e+01
7.350991e+01;6.636760e+01;6.002700e+02;6.961376e+02;2.602671e+03;6.110582e+02;5.686235e+02;9.969506e+02;6.004512e+02;2.602671e+03;2.577729e+03;2.501626e+03;2.372180e+03;2.185328e+03;1.942724e+03;1.653824e+03;9.969506e+02;9.807217e+02;9.653667e+02;7.741412e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396262e+00;1.234567e+01
7.400676e+01;6.636734e+01;6.002699e+02;6.959856e+02;2.602676e+03;6.108085e+02;5.686204e+02;9.969518e+02;6.004470e+02;2.602676e+03;2.577734e+03;2.501631e+03;2.372184e+03;2.185331e+03;1.942726e+03;1.653825e+03;9.969518e+02;9.807228e+02;9.653678e+02;7.741411e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396247e+00;1.234567e+01
7.451114e+01;6.636707e+01;6.002698e+02;6.958354e+02;2.602681e+03;6.105610e+02;5.686173e+02;9.969529e+02;6.004426e+02;2.602681e+03;2.577739e+03;2.501635e+03;2.372188e+03;2.185333e+03;1.942728e+03;1.653825e+03;9.969529e+02;9.807239e+02;9.653688e+02;7.741411e-01;2.000000e+00;7.000000e+00;2.000000e+00;1.234567e+01;4.396233e+00;1.234567e+01
